Gene	Ensembl
DUSP4	ENSG00000120875
ECE2	ENSG00000145194
EIF2AK3	ENSG00000172071
EIF4EBP1	ENSG00000187840
ELAPOR1	ENSG00000116299
EPB41L4B	ENSG00000095203
ERICH5	ENSG00000177459
ERN1	ENSG00000178607
ERO1B	ENSG00000086619
ERRFI1	ENSG00000116285
FAM174B	ENSG00000185442
FAM189A1	ENSG00000104059
FAM3B	ENSG00000183844
FKBP11	ENSG00000134285
FOXA2	ENSG00000125798
FSCN2	ENSG00000186765
FUT1	ENSG00000174951
GAREM1	ENSG00000141441
GATA4	ENSG00000136574
GCAT	ENSG00000100116
GJC3	ENSG00000176402
GLP1R	ENSG00000112164
GMNN	ENSG00000112312
GNG14	ENSG00000283980
GOLGA8B	ENSG00000215252
GPR150	ENSG00000178015
GPT2	ENSG00000166123
HEYL	ENSG00000163909
HID1	ENSG00000167861
HNF1B	ENSG00000275410
HOMER2	ENSG00000103942
HPN	ENSG00000105707
HUNK	ENSG00000142149
IGFBP2	ENSG00000115457
IGHJ3	ENSG00000242887
IL32	ENSG00000008517
IMPA2	ENSG00000141401
ITPRID2	ENSG00000138434
KAAG1	ENSG00000146049
KANK4	ENSG00000132854
KCNJ5	ENSG00000120457
KIF12	ENSG00000136883
KSR1	ENSG00000141068
LENG9	ENSG00000275183
LFNG	ENSG00000106003
LGALS2	ENSG00000100079
LMF2	ENSG00000100258
LRIG1	ENSG00000144749
MAP3K21	ENSG00000143674
MAT2A	ENSG00000168906
MBOAT4	ENSG00000177669
MFSD6L	ENSG00000185156
MKNK1	ENSG00000079277
MPV17L	ENSG00000156968
MYCL	ENSG00000116990
NAA16	ENSG00000172766
NBPF12	ENSG00000268043
NCMAP	ENSG00000184454
NKX6-1	ENSG00000163623
NOMO1	ENSG00000103512
NOMO2	ENSG00000185164
NOMO3	ENSG00000103226
NRTN	ENSG00000171119
NUCB2	ENSG00000070081
NUPR1	ENSG00000176046
OLFM4	ENSG00000102837
P2RX1	ENSG00000108405
P4HB	ENSG00000185624
PABPC4	ENSG00000090621
PCDHA10	ENSG00000250120
PDCD4	ENSG00000150593
PEX6	ENSG00000124587
PGBD5	ENSG00000177614
PLEKHH3	ENSG00000068137
PLXNA2	ENSG00000076356
PPP2R2D	ENSG00000175470
PRR15L	ENSG00000167183
PRRT1B	ENSG00000283526
PSMD6	ENSG00000163636
PTGER4	ENSG00000171522
PTPRN2	ENSG00000155093
PYCR1	ENSG00000183010
RAB26	ENSG00000167964
RAB3D	ENSG00000105514
RAP1GAP2	ENSG00000132359
RARRES2	ENSG00000106538
RBM20	ENSG00000203867
RBP1	ENSG00000114115
RNF186	ENSG00000178828
RNF212	ENSG00000178222
RPH3AL	ENSG00000181031
RRBP1	ENSG00000125844
SCG5	ENSG00000166922
SCGB1C1	ENSG00000188076
SCGB1C2	ENSG00000268320
SCGB2B2	ENSG00000205209
SCGN	ENSG00000079689
SCTR	ENSG00000080293
SDK1	ENSG00000146555
SERPINE3	ENSG00000253309
SHC2	ENSG00000129946
SLC25A15	ENSG00000102743
SLC25A22	ENSG00000177542
SLC25A45	ENSG00000162241
SLC39A14	ENSG00000104635
SLC3A1	ENSG00000138079
SLC4A4	ENSG00000080493
SMIM22	ENSG00000267795
SMPDL3B	ENSG00000130768
SPSB4	ENSG00000175093
SSR4	ENSG00000180879
ST6GALNAC4	ENSG00000136840
SYBU	ENSG00000147642
SYTL1	ENSG00000142765
TBC1D30	ENSG00000111490
TC2N	ENSG00000165929
TCIRG1	ENSG00000110719
TMC4	ENSG00000167608
TMEM125	ENSG00000179178
TMEM163	ENSG00000152128
TMEM97	ENSG00000109084
TPRN	ENSG00000176058
TPST2	ENSG00000128294
TRHDE	ENSG00000072657
TRPM5	ENSG00000070985
TRPV6	ENSG00000165125
UCN3	ENSG00000178473
VTCN1	ENSG00000134258
XBP1	ENSG00000100219
ZNF710	ENSG00000140548
ZNF98	ENSG00000197360
